,kind,code,classname,prof,room,date1,date2,start,end,kwan
169,전선,MA00032,"사회복지융복합역량강화
세미나",김용득,7305,화,,09:00,11:50,새천년관
153,전선,LD00019,HSK연습,장엽,7306,화,,09:00,11:50,새천년관
252,전필,PC00022,디지털페인팅,이영아,M401,화,,09:00,11:50,미가엘관
206,전필,ME00017,조직행동,정선영,M402,화,,09:00,11:50,미가엘관
159,전필,MA00007,사회복지행정론,황인매,M404,화,,09:00,11:50,미가엘관
192,전선,MD00024,공공외교론,윤석준,M406,화,,09:00,11:50,미가엘관
99,교선,AK00021,요가,정은송,5C301,금,,10:00,10:50,나눔관
22,교필,AC00015,데이터 활용 및 분석,윤명호,3302,금,,10:00,11:50,월당관
14,교필,AC00016,과학기술과 에콜로지,"김병수
신익상",3402,금,,10:00,11:50,월당관
16,교필,AC00016,과학기술과 에콜로지,김명진,7208,금,,10:00,11:50,새천년관
18,교필,AC00016,과학기술과 에콜로지,"김병수
신익상",7309,금,,10:00,11:50,새천년관
24,교필,AC00015,데이터 활용 및 분석,이해신,B105,금,,10:00,11:50,일만관
20,교필,AC00015,데이터 활용 및 분석,유상신,M401,금,,10:00,11:50,미가엘관
92,교선,AD00164,생활과 발레,장소정,5C301,목,,10:00,11:50,나눔관
55,교선,AH00054,특허와 창의적사고,류선미,1504,화,,10:00,11:50,승연관
13,교필,AC00007,인권과평화,박경태,3402,화,,10:00,11:50,월당관
8,교필,AC00007,인권과평화,강성현,7202,화,,10:00,11:50,새천년관
10,교필,AC00007,인권과평화,조경희,7206,화,,10:00,11:50,새천년관
9,교필,AC00007,인권과평화,이남주,7208,화,,10:00,11:50,새천년관
12,교필,AC00007,인권과평화,오영숙,7308,화,,10:00,11:50,새천년관
11,교필,AC00007,인권과평화,정윤수,7309,화,,10:00,11:50,새천년관
100,교선,AK00021,요가,정은송,5C301,금,,11:00,11:50,나눔관
107,전탐,VS00020,전공탐색세미나(경제학),유철규,7305,월,,11:00,11:50,새천년관
110,전탐,VS00023,전공탐색세미나(경영학전공),"송재민
장승권
최우석
박상선
이상윤",M205,화,,11:00,11:50,미가엘관
5,교필,AC00013,말과글,오현화,1504,목,,11:00,12:50,승연관
7,교필,AC00013,말과글,성아사,1505,목,,11:00,12:50,승연관
1,교필,AC00013,말과글,오현화,1504,수,,11:00,12:50,승연관
3,교필,AC00013,말과글,곽승숙,1505,수,,11:00,12:50,승연관
106,전탐,VS00019,전공탐색세미나(사회학),박경태,7205,금,,12:00,12:50,새천년관
277,전선,XB00026,서버구축및형상관리,이승진,6202,월,수,12:00,13:15,정보과학관
239,전선,PA00036,3D게임제작,김대우,6402,월,수,12:00,13:15,정보과학관
119,전탐,VI00016,Java프로그래밍,이하규,6406,월,수,12:00,13:15,정보과학관
197,전필,ME00003,경영정보시스템,박윤규,7204,월,수,12:00,13:15,새천년관
151,전선,LD00016,중국영화의이해,윤영도,7206,월,수,12:00,13:15,새천년관
156,전필,MA00004,사회복지실천론,미지정,M407,월,수,12:00,13:15,미가엘관
267,전필,XB00007,알고리즘,노은하,6201,화,목,12:00,13:15,정보과학관
149,전필,LD00011,중국과세계,이남주,7206,화,목,12:00,13:15,새천년관
207,전필,ME00018,운영관리,박상선,7207,화,목,12:00,13:15,새천년관
134,전필,LB00022,영작문I,김혜인,7305,화,목,12:00,13:15,새천년관
210,전선,ME00023,디지털 마케팅,이선희,M403,화,목,12:00,13:15,미가엘관
273,전선,XB00017,하이브리드 앱 프로그래밍,문성현,6202,금,,12:00,14:50,정보과학관
234,전선,PA00018,고급3D제작,김대우,6403,금,,12:00,14:50,정보과학관
300,전선,XE00014,인공지능캡스톤디자인,이상윤,6405,금,,12:00,14:50,정보과학관
288,전선,XC00018,보안시스템,이종현,6406,금,,12:00,14:50,정보과학관
130,전선,LB00018,영어로읽는한국1,이원석,7202,금,,12:00,14:50,새천년관
139,전필,LC00011,일본학입문,양기호,7302,금,,12:00,14:50,새천년관
251,전필,PC00020,캡스톤디자인-콘텐츠제작프로젝트1,이영아,7417,금,,12:00,14:50,새천년관
56,교선,AK00026,미디어크리에이터,박경호,3302,목,,12:00,14:50,월당관
40,교선,AD00010,서양사의이해,한해정,3401,목,,12:00,14:50,월당관
69,교선,AJ00009,행복의 심리학,윤라미,6110,목,,12:00,14:50,정보과학관
30,교선,AK00041,정치의대결,이광일,7304,목,,12:00,14:50,새천년관
36,교선,AF00056,"기후위기와 
지속가능한 농업",김병수,7307,목,,12:00,14:50,새천년관
199,전선,ME00006,기업과 사회,윤길순,1503,목,,12:00,14:50,승연관
193,전선,MD00031,신학과정치학의만남,"박은홍
박태식",1506,목,,12:00,14:50,승연관
254,전선,PC00027,3D에셋제작,신미현,6403,목,,12:00,14:50,정보과학관
168,전선,MA00028,정신보건사회복지론,박지혜,7205,목,,12:00,14:50,새천년관
216,전선,PB00026,대중문화론,김창남,7208,목,,12:00,14:50,새천년관
171,전선,MB00021,남북사회비교연구,배성인,M404,목,,12:00,14:50,미가엘관
184,전선,MC00011,경제수학,임동민,M407,목,,12:00,14:50,미가엘관
60,교선,AK00054,대학수학,윤명호,3301,수,,12:00,14:50,월당관
80,교선,AK00088,"한국대중음악
(KoreanPop)의이해",신현준,3402,수,,12:00,14:50,월당관
58,교선,AK00038,인류생존프로젝트,김현우,6110,수,,12:00,14:50,정보과학관
28,교선,AE00038,정치경제학,김진업,7304,수,,12:00,14:50,새천년관
44,교선,AD00184,"더불어숲 인문학
(신영복함께읽기)",김창남,7305,수,,12:00,14:50,새천년관
172,전선,MB00022,성의사회학 (섹슈얼리티-문화와역사),김순남,1506,수,,12:00,14:50,승연관
146,전선,LC00020,일본문화론,김남은,7302,수,,12:00,14:50,새천년관
223,전선,PB00036,영상제작실습 I,연희승,M301,수,,12:00,14:50,미가엘관
244,전선,PC00003,디자인레이아웃과캐릭터,박인평,M401,수,,12:00,14:50,미가엘관
101,교선,AK00044,포스트코로나의세계,임종인,3301,월,,12:00,14:50,월당관
103,교선,AK00081,나눔의인류학,홍서연,3402,월,,12:00,14:50,월당관
46,교선,AK00028,한국독립운동의요모조모,신주백,6110,월,,12:00,14:50,정보과학관
54,교선,AH00034,소셜벤처 기업가정신,최우진,7205,월,,12:00,14:50,새천년관
73,교선,AK00033,디지털트렌드,김다혜,M402,월,,12:00,14:50,미가엘관
122,전탐,VI00021,이산수학,윤명호,3401,월,,12:00,14:50,월당관
204,전선,ME00014,셀프리더십,염준규,7202,월,,12:00,14:50,새천년관
147,전선,LC00024,일본사회론,권연이,7302,월,,12:00,14:50,새천년관
222,전선,PB00035,카피라이팅,윤목,M205,월,,12:00,14:50,미가엘관
246,전선,PC00005,영상콘텐츠와서사,미지정,M301,월,,12:00,14:50,미가엘관
245,전선,PC00004,스톱모션애니메이션제작실습,전승배,M401,월,,12:00,14:50,미가엘관
190,전선,MD00014,민주주의론,김형철,M404,월,,12:00,14:50,미가엘관
177,전선,MB00031,과학기술의사회학,박진영,M406,월,,12:00,14:50,미가엘관
129,전선,LB00016,영어다독I,김혜인,7302,토,,12:00,14:50,새천년관
75,교선,AK00035,공유경제란무엇인가,"강영선
박경주",1503,화,,12:00,14:50,승연관
43,교선,AD00154,철학이란 무엇인가?,김시형,1505,화,,12:00,14:50,승연관
63,교선,AD00032,뉴미디어 시대의 미술,이민수,3401,화,,12:00,14:50,월당관
83,교선,AF00045,빅데이터의 이해,이재문,7205,화,,12:00,14:50,새천년관
39,교선,AK00083,숲의이해,김병수,7307,화,,12:00,14:50,새천년관
249,전선,PC00018,모바일게임아트워크프로세스,박선영,6403,화,,12:00,14:50,정보과학관
135,전선,LB00023,현대문명과문학,조병은,7202,화,,12:00,14:50,새천년관
217,전선,PB00029,미디어문화정치,미지정,7208,화,,12:00,14:50,새천년관
224,전선,PB00037,소셜미디어 이론과 활용,이진순,M301,화,,12:00,14:50,미가엘관
232,전선,PA00007,게임기획,미지정,M401,화,,12:00,14:50,미가엘관
23,교필,AC00015,데이터 활용 및 분석,윤명호,3302,금,,13:00,14:50,월당관
15,교필,AC00016,과학기술과 에콜로지,"김병수
신익상",3402,금,,13:00,14:50,월당관
17,교필,AC00016,과학기술과 에콜로지,김명진,7208,금,,13:00,14:50,새천년관
19,교필,AC00016,과학기술과 에콜로지,"김병수
신익상",7309,금,,13:00,14:50,새천년관
25,교필,AC00015,데이터 활용 및 분석,이해신,B105,금,,13:00,14:50,일만관
21,교필,AC00015,데이터 활용 및 분석,김학수,M401,금,,13:00,14:50,미가엘관
84,교선,AD00003,기초일본어,"요코야
마나호
코",7206,월,수,13:30,14:45,새천년관
289,전선,XC00021,논리회로설계,정인철,3302,월,수,13:30,14:45,월당관
272,전선,XB00015,프론트엔드 개발,이승진,6202,월,수,13:30,14:45,정보과학관
231,전선,PA00006,창의적 CG 캐릭터 개발,김대우,6403,월,수,13:30,14:45,정보과학관
174,전선,MB00024,한국사회의 구조와 변동,강성현,7204,월,수,13:30,14:45,새천년관
125,전선,LA00039,"그리스도교의역사와사상:고대와중세
의신학",차보람,7303,월,수,13:30,14:45,새천년관
211,전선,ME00028,경영빅데이터프로그래밍,송재민,B105,월,수,13:30,14:45,일만관
157,전필,MA00005,사회복지실천기술론,미지정,M407,월,수,13:30,14:45,미가엘관
85,교선,AD00004,실용일본어,"요코야
마나호
코",7206,화,목,13:30,14:45,새천년관
175,전선,MB00025,사회학 연습,미지정,1504,화,목,13:30,14:45,승연관
105,전탐,VS00016,"우리 사는 경제 어디서 왔을까 1: 
시장경제의 기원과 변모",이상철,3402,화,목,13:30,14:45,월당관
126,전선,LA00040,자아초월심리학과범심론,이주엽,3502,화,목,13:30,14:45,월당관
268,전필,XB00007,알고리즘,노은하,6201,화,목,13:30,14:45,정보과학관
269,전선,XB00008,웹프로그래밍,김선형,6202,화,목,13:30,14:45,정보과학관
121,전탐,VI00018,인공지능입문,미지정,6206,화,목,13:30,14:45,정보과학관
298,전선,XE00007,확률과랜덤변수,이상윤,6405,화,목,13:30,14:45,정보과학관
155,전필,MA00003,사회복지조사론,정원오,7204,화,목,13:30,14:45,새천년관
141,전선,LC00013,현대일본론,권혁태,7302,화,목,13:30,14:45,새천년관
142,전선,LC00014,일본평화론,조경희,7303,화,목,13:30,14:45,새천년관
137,전선,LB00025,Speech & Presentations,김혜인,7305,화,목,13:30,14:45,새천년관
152,전선,LD00017,중국어회화II,장엽,7306,화,목,13:30,14:45,새천년관
195,전선,MD00033,개발협력의정치경제,윤석준,M402,화,목,13:30,14:45,미가엘관
201,전필,ME00009,경영전략,이선희,M403,화,목,13:30,14:45,미가엘관
256,전선,XA00014,컴퓨터네트워크,정연식,M406,화,목,13:30,14:45,미가엘관
109,전탐,VS00022,전공탐색세미나(사회복지학전공),남일성,M205,월,,15:00,15:50,미가엘관
113,전탐,VM00009,전공탐색세미나(신문방송학전공),미지정,M301,화,,15:00,15:50,미가엘관
86,교선,AD00011,교양중국어초급,장엽,7206,월,수,15:00,16:15,새천년관
188,전선,MC00018,동아시아경제론,신현준,1504,월,수,15:00,16:15,승연관
255,전필,XA00007,컴퓨터그래픽스,임충규,6201,월,수,15:00,16:15,정보과학관
284,전선,XB00038,프론트엔드프레임워크,이승진,6202,월,수,15:00,16:15,정보과학관
266,전선,XB00005,데이터베이스,홍은지,6206,월,수,15:00,16:15,정보과학관
294,전선,XC00037,디지털통신,정인철,6404,월,수,15:00,16:15,정보과학관
143,전선,LC00016,비즈니스일본어,"요코야마나
호코",7302,월,수,15:00,16:15,새천년관
191,전필,MD00016,국가론,박은홍,7305,월,수,15:00,16:15,새천년관
128,전필,LB00012,영미문학개론,박미정,7309,월,수,15:00,16:15,새천년관
299,전선,XE00013,Python프로그래밍,홍성준,B105,월,수,15:00,16:15,일만관
203,전선,ME00013,소비자행동및소비자트랜드분석,이유빈,M407,월,수,15:00,16:15,미가엘관
286,전선,XC00013,컴퓨터네트워크,박정식,6404,화,목,15:00,16:15,정보과학관
301,전선,XE00015,컴퓨터비전,미지정,6405,화,목,15:00,16:15,정보과학관
115,전탐,VI00007,사물인터넷기초,유상신,6406,화,목,15:00,16:15,정보과학관
132,전선,LB00020,영어학개론,김성찬,7202,화,목,15:00,16:15,새천년관
150,전선,LD00012,중국지역톺아보기,장영석,7206,화,목,15:00,16:15,새천년관
208,전선,ME00020,포트폴리오와 투자관리,최우석,7304,화,목,15:00,16:15,새천년관
185,전선,MC00014,화폐와 금융,유철규,7305,화,목,15:00,16:15,새천년관
104,전탐,VS00013,사회복지학개론,조남경,7309,화,목,15:00,16:15,새천년관
93,교선,AD00179,"실용음악의이해와감상
I(뮤지컬)",하지원,6110,화,,15:00,16:50,정보과학관
52,교선,AH00020,진로와직업의 세계,한상진,7204,화,,15:00,16:50,새천년관
53,교선,AH00021,취업전략 및 역량강화,신지원,M407,화,,15:00,16:50,미가엘관
35,교선,AF00055,빅뱅에서인간까지,김강배,7207,금,,15:00,17:50,새천년관
79,교선,AK00053,20세기환경사,김명진,7208,금,,15:00,17:50,새천년관
96,교선,AE00092,"필란트로피의 이해와 
실천",이선희,M406,금,,15:00,17:50,미가엘관
233,전선,PA00016,세계의 신화와 판타지,이종승,6110,금,,15:00,17:50,정보과학관
265,전필,XB00002,자료구조,노은하,6201,금,,15:00,17:50,정보과학관
270,전선,XB00011,고급Java프로그래밍,문성현,6202,금,,15:00,17:50,정보과학관
279,전선,XB00030,웹 개발 입문,이해신,6206,금,,15:00,17:50,정보과학관
241,전선,PA00038,고급영상합성,김현근,6403,금,,15:00,17:50,정보과학관
292,전선,XC00035,생활속의보안,이종현,6406,금,,15:00,17:50,정보과학관
65,교선,AD00158,대중서사의 이해,오현화,1504,목,,15:00,17:50,승연관
51,교선,AE00073,팀창업입문,김활신,3301,목,,15:00,17:50,월당관
27,교선,AE00014,한국사회와 노동문제,하종강,3402,목,,15:00,17:50,월당관
37,교선,AK00045,동물복지:인간과동물,최태규,6110,목,,15:00,17:50,정보과학관
38,교선,AK00047,현대사회와스트레스,고려진,7207,목,,15:00,17:50,새천년관
243,전선,PC00001,작품제작,미지정,6402,목,,15:00,17:50,정보과학관
237,전필,PA00024,영상디자인 I,고일준,6403,목,,15:00,17:50,정보과학관
230,전선,PD00005,글로벌시대도시문화의이해와실천,미지정,7204,목,,15:00,17:50,새천년관
148,전선,LC00025,한일문화콘텐츠통번역1,박미숙,7302,목,,15:00,17:50,새천년관
226,전선,PB00039,축제와 이벤트,양재영,7308,목,,15:00,17:50,새천년관
235,전선,PA00019,아바타 영상제작,호중훈,M401,목,,15:00,17:50,미가엘관
160,전필,MA00008,사회복지법제와실천,이호종,M402,목,,15:00,17:50,미가엘관
173,전선,MB00023,현대사회와 문화,하홍규,M403,목,,15:00,17:50,미가엘관
163,전선,MA00020,학교사회복지,최경옥,M404,목,,15:00,17:50,미가엘관
179,전선,MB00040,21세기한국사회에서살아가기,장상철,M406,목,,15:00,17:50,미가엘관
205,전선,ME00016,회계학원론,김성호,M407,목,,15:00,17:50,미가엘관
31,교선,AD00021,군대와사회,김엘리,1505,수,,15:00,17:50,승연관
64,교선,AD00123,책의사회사,전성원,3301,수,,15:00,17:50,월당관
42,교선,AD00093,사이버 세계와 종교,김한나,3402,수,,15:00,17:50,월당관
81,교선,AD00084,기초영문법I,김성찬,7202,수,,15:00,17:50,새천년관
45,교선,AE00074,젠더로세상보기,김영선,7204,수,,15:00,17:50,새천년관
87,교선,AD00103,Topics in Film,김혜인,7303,수,,15:00,17:50,새천년관
47,교선,AK00029,"남과북,밥·꿈·칼의
100년전쟁",한홍구,7304,수,,15:00,17:50,새천년관
94,교선,AD00185,20대의 심리,이주엽,7308,수,,15:00,17:50,새천년관
91,교선,AD00027,대학합창Ⅰ,차피득,9301,수,,15:00,17:50,성미가엘성당&피츠버그홀
98,교선,AF00047,"1인 미디어의 이해와 
제작",연희승,M401,수,,15:00,17:50,미가엘관
238,전선,PA00026,캐릭터디자인,박인평,6403,수,,15:00,17:50,정보과학관
219,전필,PB00031,커뮤니케이션 고전읽기,송하원,7205,수,,15:00,17:50,새천년관
228,전선,PB00042,영화론,김아영,M402,수,,15:00,17:50,미가엘관
181,전선,MB00042,아동청년가족사회,김희진,M403,수,,15:00,17:50,미가엘관
72,교선,AK00032,인공지능과인지과학,민수정,1505,월,,15:00,17:50,승연관
68,교선,AE00016,"영상과 문화로 보는 
러시아",엄순천,3402,월,,15:00,17:50,월당관
67,교선,AE00001,영상시대의이해,권승태,6110,월,,15:00,17:50,정보과학관
61,교선,AK00085,"디자인씽킹(Design 
Thinking)이해와실습",염준규,7202,월,,15:00,17:50,새천년관
88,교선,AD00168,테드와 위키피디아,이원석,7205,월,,15:00,17:50,새천년관
112,전탐,VD00003,디지털기초디자인,미지정,6403,월,,15:00,17:50,정보과학관
227,전선,PB00040,연극의 이해와 실습,권정택,7308,월,,15:00,17:50,새천년관
167,전선,MA00026,사례관리론,박소희,M406,월,,15:00,17:50,미가엘관
62,교선,AK00087,기업가정신CEO특강,이종인,1505,화,,15:00,17:50,승연관
90,교선,AK00082,다름과비판적사고,배성인,3301,화,,15:00,17:50,월당관
48,교선,AK00042,평화를쓰기,최성용,3401,화,,15:00,17:50,월당관
29,교선,AK00025,현대사회와법1,이기덕,3402,화,,15:00,17:50,월당관
97,교선,AE00101,창업의 정석,이상윤,7308,화,,15:00,17:50,새천년관
76,교선,AK00036,경제변혁과문명의미래,이웅,M402,화,,15:00,17:50,미가엘관
180,전선,MB00041,동물과인간의사회학,주설아,1503,화,,15:00,17:50,승연관
124,전선,LA00038,공감,"신익상
박경태
박남기",1504,화,,15:00,17:50,승연관
140,전선,LC00012,일본문학사,박은희,7303,화,,15:00,17:50,새천년관
248,전선,PC00017,디지털콘텐츠기획,미지정,M205,화,,15:00,17:50,미가엘관
225,전선,PB00038,만화와 애니메이션,백정숙,M406,화,,15:00,17:50,미가엘관
183,전선,MC00010,미시경제학,신현준,1504,월,수,16:30,17:45,승연관
258,전선,XA00027,머신러닝,김학수,6109,월,수,16:30,17:45,정보과학관
261,전선,XA00036,Java프로그래밍,임충규,6201,월,수,16:30,17:45,정보과학관
278,전선,XB00027,백엔드프레임워크,이승진,6202,월,수,16:30,17:45,정보과학관
166,전선,MA00023,사회복지와 문화다양성,양경은,7207,월,수,16:30,17:45,새천년관
144,전선,LC00017,일본어한자,"요코야마나
호코",7302,월,수,16:30,17:45,새천년관
194,전선,MD00032,인권의국제정치학,박은홍,7305,월,수,16:30,17:45,새천년관
202,전필,ME00012,마케팅,이유빈,M407,월,수,16:30,17:45,미가엘관
82,교선,AE00012,아시아사회와 문화,박은홍,7206,화,목,16:30,17:45,새천년관
271,전선,XB00014,컴퓨터네트워크,유상신,3501,화,목,16:30,17:45,월당관
282,전선,XB00037,Java프로그래밍,김선형,6202,화,목,16:30,17:45,정보과학관
133,전선,LB00021,영어교수법및학습법1,김성찬,7202,화,목,16:30,17:45,새천년관
200,전필,ME00007,기업재무관리,최우석,7304,화,목,16:30,17:45,새천년관
187,전선,MC00017,국제경제론,유철규,7305,화,목,16:30,17:45,새천년관
162,전선,MA00017,사회복지윤리와철학,조남경,7307,화,목,16:30,17:45,새천년관
114,전탐,VM00010,전공탐색세미나(디지털콘텐츠전공),박남기,6403,화,,18:00,18:50,정보과학관
117,전탐,VI00011,전공탐색세미나(소프트웨어공학전공),유상신,6201,목,,18:25,19:15,정보과학관
120,전탐,VI00017,전공탐색세미나(인공지능전공),이상윤,6206,목,,18:25,19:15,정보과학관
259,전선,XA00030,졸업지도1,김학수,6109,수,,18:25,19:15,정보과학관
108,전탐,VS00021,전공탐색세미나(정치학),박은홍,7305,수,,18:25,19:15,새천년관
116,전탐,VI00010,전공탐색세미나(컴퓨터공학전공),임충규,6201,월,,18:25,19:15,정보과학관
280,전필,XB00032,졸업지도,유상신,6201,화,,18:25,19:15,정보과학관
118,전탐,VI00012,전공탐색세미나(정보통신공학전공),박정식,6404,화,,18:25,19:15,정보과학관
