,kind,code,classname,prof,room,date1,date2,start,end,kwan
126,교선,AK00114,비아메디아채플:그리스도교와인간(),양승우,3402,월,,16:00,16:50,월당관
319,전필,XA00002,신호 및 시스템,김학수,6201,월,수,16:30,17:45,정보과학관
346,전선,XB00027,백엔드프레임워크,이승진,6202,월,수,16:30,17:45,정보과학관
260,전필,ME00012,마케팅,이유빈,7208,월,수,16:30,17:45,새천년관
167,전탐,BF00002,Python프로그래밍,홍성준,6405,월,수,16:30,17:45,정보과학관
178,전필,LB00006,미국문화와사회,진영종,7202,월,수,16:30,17:45,새천년관
134,전탐,BH00006,쉽게배우는중국어,장엽,7309,월,수,16:30,17:45,새천년관
339,전선,XB00008,웹프로그래밍,김선형,6202,화,목,16:30,17:45,정보과학관
377,전선,XE00018,강화학습,이상윤,6405,화,목,16:30,17:45,정보과학관
363,전선,XC00023,네트워크 프로그래밍,박정식,6406,화,목,16:30,17:45,정보과학관
219,전선,MA00040,사회복지정책론,정원오,7202,화,목,16:30,17:45,새천년관
257,전필,ME00007,기업재무관리,최우석,7206,화,목,16:30,17:45,새천년관
242,전필,MC00005,경제학개론,유철규,7304,화,목,16:30,17:45,새천년관
141,전탐,BS00004,영상으로보는정치의세계,김창진,7309,화,목,16:30,17:45,새천년관
336,전선,XB00006,데이터통신,유상신,M402,화,목,16:30,17:45,미가엘관
182,전선,LB00010,영어교수법및학습법II,김성찬,7205,화,목,16:30,17:45,새천년관
203,전선,LD00008,한중번역연습,윤영도,7305,화,목,16:30,17:45,새천년관
166,전탐,BF00004,빅데이터활용및실습,김수림,7308,화,목,16:30,17:45,새천년관
119,교선,AK00113,비아메디아채플:그리스도교와세계(),차보람,3402,수,,17:00,17:50,월당관
304,전선,PA00053,인턴십세미나,이원정,7417,수,,17:00,17:50,새천년관
302,전선,PA00052,졸업지도,김대우,6402,월,,17:00,17:50,정보과학관
353,전필,XC00028,졸업지도,김명철,6206,목,,18:25,19:15,정보과학관
367,전필,XC00028,졸업지도,김명철,6206,목,,18:25,19:15,정보과학관
326,전선,XA00031,졸업지도2,김학수,6201,수,,18:25,19:15,정보과학관
321,전선,XA00006,과정지도2,김덕봉,6201,월,,18:25,19:15,정보과학관
